node_1;node_2;chunk_id;count;edge
escaping from danger;ansgar;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;6;contextual proximity
escaping from danger;archbishopric of hamburg;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;3;contextual proximity
escaping from danger;minor danish ruler;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;2;contextual proximity
escaping from danger;missionary effort in sweden;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;2;contextual proximity
escaping from danger;something going wrong;4ba7283abe114014b8fc4fe118cad9e7,4ba7283abe114014b8fc4fe118cad9e7;2;contextual proximity
existing christian communities;vikings;1abda0d3e8ce4dc9aecebf4fe01d035f,1abda0d3e8ce4dc9aecebf4fe01d035f;2;contextual proximity
expanded their territory in all directions;boleslaus son, duke boleslaus ii;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
expanded their territory in all directions;early polish rulers;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
expanded their territory in all directions;neighbors;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
expanded their territory in all directions;poland;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
expanded their territory in all directions;traces of smaller fortifications;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
expanded their territory in all directions;widukind;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
expansion of territory;forces;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
expansion of territory;gorm the old;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;3;contextual proximity
expansion of territory;multiple raids;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
expansion of territory;new targets;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
expansion of territory;rhine river;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
extended his activities beyond the borders of the conquered territory;ansgar;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
extended his activities beyond the borders of the conquered territory;benedictine monastery in corbie;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
extended his activities beyond the borders of the conquered territory;first more intense encounter;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
extended his activities beyond the borders of the conquered territory;frankish nobleman from near amiens;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
extended his activities beyond the borders of the conquered territory;man called ansgar;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
fall of great moravia;bořivoj;9dd420f1a6cc44b6a03b937e809da633,9dd420f1a6cc44b6a03b937e809da633,9dd420f1a6cc44b6a03b937e809da633,9dd420f1a6cc44b6a03b937e809da633,9dd420f1a6cc44b6a03b937e809da633;5;contextual proximity
famed school and scriptorium;ansgar;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
famed school and scriptorium;benedictine monastery in corbie;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
famed school and scriptorium;first more intense encounter;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
famed school and scriptorium;frankish nobleman from near amiens;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
famed school and scriptorium;man called ansgar;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
father's position;conversion to christianity;a1e5bb11100b4eafad82d8d326d1674a,a1e5bb11100b4eafad82d8d326d1674a;2;contextual proximity
fighting each other;bořivoj;9dd420f1a6cc44b6a03b937e809da633,9dd420f1a6cc44b6a03b937e809da633,9dd420f1a6cc44b6a03b937e809da633,9dd420f1a6cc44b6a03b937e809da633,9dd420f1a6cc44b6a03b937e809da633;5;contextual proximity
fighting each other;forces;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
fighting each other;gorm the old;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;3;contextual proximity
fighting each other;multiple raids;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
fighting each other;new targets;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
fighting each other;rhine river;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
first more intense encounter;abbey founded by monks from corbie;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;ansgar;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;8;contextual proximity
first more intense encounter;began preaching on the jutland peninsula;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;benedictine monastery in corbie;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
first more intense encounter;chronicler from corvey;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;closely associated with the carolingian family;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;converted danish ruler;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;corvey;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;extended his activities beyond the borders of the conquered territory;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;famed school and scriptorium;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;frankish nobleman from near amiens;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
first more intense encounter;had some initial success and converted one of the minor danish rulers;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;joined the benedictine monastery in corbie as a child;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;lost power;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;man called ansgar;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
first more intense encounter;monks from corbie;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;relations between the danes and the east francian;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;roped into missionary work in the recently acquired land of the saxons;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;sent out to saxony in 822;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first more intense encounter;widukind of corvey;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
first polish ruler;boleslaus son, duke boleslaus ii;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
first polish ruler;dobrawa, a daughter of duke boleslaus i of bohemia;8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;2;contextual proximity
first polish ruler;early polish rulers;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
first polish ruler;margrave gero;8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;3;contextual proximity
first polish ruler;mieszko;9e984b449e2c49338bb8f48c0ac557f3,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;9;contextual proximity
first polish ruler;neighbors;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
first polish ruler;otto the great;8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;2;contextual proximity
first polish ruler;poland;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;4;contextual proximity
first polish ruler;saxons;8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;2;contextual proximity
first polish ruler;slavic people living in the marches;8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;2;contextual proximity
first polish ruler;traces of smaller fortifications;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
first polish ruler;widukind;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
forces;central authority;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;completion of conquest;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;continent;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;denmark;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;expansion of territory;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;fighting each other;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;gorm the old;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;6;contextual proximity
forces;harald bluetooth;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;jutland, seeland and skaene;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;kings;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;lower rhine;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;military recovery;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;multiple raids;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;4;contextual proximity
forces;need for consolidation of power in denmark;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;new targets;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;4;contextual proximity
forces;regional kings in denmark;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;reigning;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;rhine river;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;4;contextual proximity
forces;trier;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;various kings;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
forces;viking settlements;b2e65aedbf9944ccac390798df7ea116,b2e65aedbf9944ccac390798df7ea116;2;contextual proximity
frankish kingdom of east francia;bavarian missionaries;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;2;contextual proximity
frankish kingdom of east francia;carolingian empire;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;3;contextual proximity
frankish kingdom of east francia;emperor in constantinople;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;2;contextual proximity
frankish kingdom of east francia;missionaries;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;2;contextual proximity
frankish kingdom of east francia;moravians;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;4;contextual proximity
frankish kingdom of east francia;peoples;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;3;contextual proximity
frankish kingdom of east francia;pope;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;2;contextual proximity
frankish kingdom of east francia;prince ratislav;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;2;contextual proximity
frankish nobleman from near amiens;abbey founded by monks from corbie;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;ansgar;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;8;contextual proximity
frankish nobleman from near amiens;began preaching on the jutland peninsula;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;benedictine monastery in corbie;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
frankish nobleman from near amiens;chronicler from corvey;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;closely associated with the carolingian family;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;converted danish ruler;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;corvey;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;extended his activities beyond the borders of the conquered territory;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;famed school and scriptorium;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;first more intense encounter;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
frankish nobleman from near amiens;had some initial success and converted one of the minor danish rulers;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;joined the benedictine monastery in corbie as a child;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;lost power;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;man called ansgar;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;4;contextual proximity
frankish nobleman from near amiens;monks from corbie;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;relations between the danes and the east francian;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;roped into missionary work in the recently acquired land of the saxons;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;sent out to saxony in 822;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
frankish nobleman from near amiens;widukind of corvey;2e207ece581a42c38e1e90c044428cee,2e207ece581a42c38e1e90c044428cee;2;contextual proximity
franks;bavarian missionaries;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;2;contextual proximity
franks;carolingian empire;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;3;contextual proximity
franks;emperor in constantinople;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;2;contextual proximity
franks;missionaries;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;2;contextual proximity
franks;moravians;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;4;contextual proximity
franks;peoples;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;3;contextual proximity
franks;pope;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;2;contextual proximity
franks;prince ratislav;8471521c2e0542cf8eea32921f20e167,8471521c2e0542cf8eea32921f20e167;2;contextual proximity
freedom;denmark;9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837;2;contextual proximity
freedom;eastern duchy of poland;9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837;2;contextual proximity
freedom;harald bluetooth;9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837;2;contextual proximity
freedom;miesco i;9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837;2;contextual proximity
freedom;slavic peoples;9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837;6;contextual proximity
freedom;yoke of imperial vassalage;9d455bc6ec4946bf81b106a8d103c837,9d455bc6ec4946bf81b106a8d103c837;2;contextual proximity
friesland;aachen;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;cologne;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;conflict;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;danish control;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;empire;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;horik the elder;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;mainz;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;missionary bishoprics in schleswig;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;more stable situation;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;new city;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;4;contextual proximity
friesland;newly established library;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;precious relics;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;raids;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;10;contextual proximity
friesland;rhine delta;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;4;contextual proximity
friesland;st. ansgar;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;successor of horik the elder;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;threw out the missionaries;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;treaty of verdun;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;wooden churches;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
friesland;xanten;b07e4d6a2da24b06a9f336e7ab908c11,b07e4d6a2da24b06a9f336e7ab908c11;2;contextual proximity
general population;king henry the fowler;29d6dbd3c7be42a684bf7b6ac2e094f2,29d6dbd3c7be42a684bf7b6ac2e094f2;2;contextual proximity
general population;wenceslaus;29d6dbd3c7be42a684bf7b6ac2e094f2,29d6dbd3c7be42a684bf7b6ac2e094f2;2;contextual proximity
glagolica;church liturgy;8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7;4;contextual proximity
glagolica;church slavonic;8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7;4;contextual proximity
glagolica;constantinople;8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7;2;contextual proximity
glagolica;hebrew, greek and latin;8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7;2;contextual proximity
glagolica;kyrillic alphabet;8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7;2;contextual proximity
glagolica;orthodox rites;8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7;2;contextual proximity
glagolica;slavic language;8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7;6;contextual proximity
glagolica;two brothers (konstantine and method);8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7,8b3d3f4c5a70494aaa91d77cfb35c0c7;6;contextual proximity
glowing hot;iron;0b2befea7c864d079ebb6cc095262038,0b2befea7c864d079ebb6cc095262038;2;contextual proximity
glowing hot;king harold;0b2befea7c864d079ebb6cc095262038,0b2befea7c864d079ebb6cc095262038,0b2befea7c864d079ebb6cc095262038;3;contextual proximity
glowing hot;poppo;0b2befea7c864d079ebb6cc095262038,0b2befea7c864d079ebb6cc095262038,0b2befea7c864d079ebb6cc095262038;3;contextual proximity
gniesno and poznan;boleslaus son, duke boleslaus ii;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
gniesno and poznan;early polish rulers;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
gniesno and poznan;neighbors;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
gniesno and poznan;poland;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
gniesno and poznan;traces of smaller fortifications;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
gniesno and poznan;widukind;9e984b449e2c49338bb8f48c0ac557f3,9e984b449e2c49338bb8f48c0ac557f3;2;contextual proximity
gniesno in the 10th century;dobrawa, a daughter of duke boleslaus i of bohemia;8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;2;contextual proximity
gniesno in the 10th century;margrave gero;8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;3;contextual proximity
gniesno in the 10th century;mieszko;8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;8;contextual proximity
gniesno in the 10th century;otto the great;8ad949a3488a430cae0864089c8cef99,8ad949a3488a430cae0864089c8cef99;2;contextual proximity
